0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
26.057694301722893,16.141131042225457,6.104342350654697,16.068657709404512,4.325689815714538,5.794231049792275,66.60459699601986,103.57923445972177,46.29706184384882,85.04776583802732,100.26852040316103,54.55166370531632,95.4171578942266,91.09511502006261,63.025999422822764
29.98879051914908,22.65188079774407,12.165808635381628,18.51894480053139,2.6327043765146274,3.9019580442418946,43.507729047859804,122.01021312804691,14.053187381259622,41.318423188921706,136.97024070908736,14.002141078059955,28.521492617991772,149.62748956142642,11.015501962865011
28.60917297743861,20.259954103465677,48.02141386400404,16.860766279307914,3.496991208123432,6.496047302133426,66.22203402384969,102.2489161522666,28.850070147680466,104.75499756964629,77.56048889669748,52.84523901808423,127.0617410311206,53.27470261038823,63.29233003054818
24.663298403017873,40.44310565509279,46.879806875371756,15.77930173064992,3.0367977996287103,7.504176438674504,108.2830390295416,53.56802326157238,40.01792721701647,121.7947476867803,55.03257090325869,77.99074041353077,122.46530997762879,45.5307464087399,67.6259704039542
28.898190857436298,17.69959881600697,65.02090797278558,14.33532101620497,9.603500113978015,9.613684986312482,81.56566949296668,83.68019402691411,50.96974828291739,94.90426121610703,81.57537776058577,48.18773289052675,105.32220992117794,62.394746430790406,53.02361681919447
21.54899573366379,23.390344085848717,29.427258579367862,15.159436336208287,5.40968343478466,7.088477523872695,46.21611230209469,130.2684430272976,25.211936776672218,48.779364032629864,136.41882679061922,34.600969355201244,31.575188495070304,149.36847023513212,23.0492012169738
8.059333779705286,12.68026111453899,49.5640150237087,14.628921951538523,4.4631383384338825,6.15178958099412,85.82893629087638,84.99988185611637,55.18110826823268,108.63287086882087,82.30399956691548,55.98525902374274,114.87414834585239,71.77763968251067,53.7131230465492
28.77235157504654,36.17424257736946,27.196768365853274,17.481313075400113,7.945161113613039,3.0249541393351325,44.57888767072666,121.70105891709886,15.982364935585087,52.49922979475266,123.84880769538131,19.22734964828535,48.46731626651689,126.9812851264681,16.316198775052893
30.977030950273093,52.61396054617305,37.699421962351536,15.56759612892191,4.802224965949295,3.165292804222635,84.55857338078104,76.63362820814358,14.977638472288495,101.93193448124815,73.3673352283718,24.873162754682554,103.86174091145702,68.72504546170534,29.26892203530442
23.457577736108355,35.10617636455041,52.7233652766901,15.455956079255747,4.10762306284508,2.985274584374902,30.17799068118611,136.40770547362675,14.072919002701472,36.00556908898981,140.5367732683245,15.053546539108607,22.86591944175385,152.3098001289321,10.290942050583325
25.907832283234278,12.963562425426085,5.745362212645517,12.979498436871706,4.38774712912428,2.3140930059919,79.52328182086917,88.36991783220061,35.562089112538864,93.54149497641218,92.43622978333762,39.0348253276273,97.31878920416983,84.43302542761182,51.73884441175731
35.504696604010356,24.72255541921163,17.13691561062782,15.826665732550415,1.865185688309906,1.205259092427241,71.93841583282651,91.26330887604148,57.5692206114093,75.30591607537163,101.96582319951044,50.061858798192745,73.25174573025825,98.0450054475975,46.21194837186317
14.314355675470855,26.87027892636257,83.23020842471857,13.48994070949922,1.706662249359301,6.628388929890475,50.49445434536558,110.88888874099278,23.349632580391166,62.66141295180597,111.62231610488107,27.154731025954746,72.16890929629395,104.77272861400225,27.572829094338577
30.21977157317853,26.349772588546,5.847680680529731,16.09332604736709,0.5637831799140643,6.037930281370411,32.84002467520723,130.77152460271813,15.458543982956297,43.9291418759003,130.50032794559485,22.436998453539797,24.876913110042654,147.67700077260145,17.035438181770154
33.29837611552658,27.092589567439262,38.50463138828343,15.040866107499998,3.01684825579978,6.740297511964625,36.71440834233932,133.15301169622296,18.728589259384936,47.90591063137627,129.33397835805047,24.740216459438596,37.70283148831034,139.08527293027575,17.69606757198201
29.959420332068074,35.15770598892217,24.53821257015899,14.30207264455788,6.7438593057044605,2.3800588153121987,42.41288036661088,123.64335139766462,16.00027929158403,42.71111164719888,132.97118426129066,18.795860570127445,24.629412701304304,147.57599178109203,15.153112895850755
30.15958673946383,61.727012327152295,24.431731915394025,19.198781389294147,6.0316674035516415,4.527575068151064,35.52801604179143,123.70211944327284,19.609376650822284,59.69688008444419,110.9388641914126,30.427843521479875,42.561202155449486,126.65062443044046,26.578039732220432
32.15959785851031,25.074856695138056,44.92250700700928,16.098111228039414,3.1515123624720145,3.495374391055152,47.77826496031812,115.57518345317762,14.709109758616716,54.07301989129827,122.60295159191458,19.76428192409204,48.119360992453515,129.70971111712876,17.913071677565192
21.930745399091055,12.421088853122791,54.86318142843857,18.24710905736446,8.211992468840192,8.55433375836715,66.98416363527792,103.01750898750697,54.26300016939469,86.36127572406025,95.25318053120166,50.64774751510798,97.2320260760987,77.6797919043996,47.80393568569945
19.716488426604798,22.538725003025384,58.78122474449781,12.913134271598857,1.6518919495685722,7.324037981696906,34.91494784963214,130.34427354020568,18.28888961477172,56.59148583698538,121.97804460378082,21.987727337173926,64.23445217453957,117.46273525879751,23.06553937463761
32.838700890260135,30.294754290250847,19.570201046139836,19.903948763153327,4.996734624908779,8.83357593568235,49.02841362650281,121.3640901168368,25.444801644100462,64.23556754264503,115.80079244941632,36.18373912746661,64.18436853781682,114.59257175050676,30.973907830224352
28.038868336194177,48.84787862479849,36.47843793822301,14.207825981992405,4.9184715553131575,3.310972211378548,89.07052498138334,75.54442204176469,16.653087466306207,99.65858155721811,77.07236947156171,28.885210070017,95.24233599181427,76.01384289696556,33.249775718995885
22.498866776939337,17.676690923261887,25.135544378405893,18.177069472013866,5.162647933969153,2.3060638947614014,78.42376275715043,83.37659796095151,33.46046212615578,97.63155395289013,81.18263606967662,42.26455570758662,106.05361339784277,66.46646564606753,54.81075059715836
27.37619381793576,39.2550412538576,34.641136910522384,19.82955272203137,2.724960529678735,5.849650982599431,58.21740742752015,110.39504957313919,31.452367890994353,65.98772267329105,115.35911941394245,53.833983718406586,87.4015662940693,89.64629719809588,60.96508447956936
35.013679652106084,49.197203616411436,3.727826400741554,16.720512569291788,1.9800319118452945,3.455473348011589,25.16395652052385,129.3489311258704,21.451868590356742,39.17532450379264,133.15748826567628,22.532007150430026,19.496843844183214,152.56610002534634,17.150518837307295
16.757729048701524,5.921402462170762,4.802086851319913,11.535158265707572,3.189495804727736,1.0558054043633374,80.14821558148206,82.70100067662239,46.679178653621875,91.6544773605953,94.78493905843156,54.696401900627386,83.63818046027423,89.33170470277864,66.74398286124051
16.15982050756083,11.539792866556098,21.655015762513457,18.500905511687055,6.580032832439507,2.85738580800778,84.3680016720649,85.0302762470141,45.35325080111456,95.78279535935171,89.09468864831665,44.055094522336,99.89489564394319,82.42443374422203,52.72418564640592
